"countyname","state","numberofplans1","numberofplans2","countyssa","eligibles","totalenrollees","totalpenetration"
"DORCHESTER","MD",0,0,"21090",6107,0,0
"FREDERICK","MD",4,1,"21100",23568,375,1.59114052953157
"GARRETT","MD",1,1,"21110",5103,28,0.548696844993141
"HARFORD","MD",5,2,"21120",29372,1122,3.81996459212856
"HOWARD","MD",5,2,"21130",20435,678,3.31783704428676
"KENT","MD",0,0,"21140",4969,0,0
"MONTGOMERY","MD",10,1,"21150",109147,6120,5.60711700733873
"PRINCE GEORGES","MD",8,2,"21160",81931,6026,7.35496942549218
"QUEEN ANNES","MD",0,0,"21170",5601,0,0
"SAINT MARYS","MD",1,0,"21180",10080,20,0.198412698412698
"SOMERSET","MD",0,0,"21190",4193,0,0
"TALBOT","MD",0,0,"21200",8393,0,0
"WASHINGTON","MD",1,0,"21210",22471,18,0.0801032441813893
"WICOMICO","MD",1,0,"21220",13821,13,0.094059764127053
"WORCESTER","MD",1,0,"21230",11575,12,0.103671706263499
"ANDROSCOGGIN","ME",1,0,"20000",20017,12,0.0599490433131838
"AROOSTOOK","ME",0,0,"20010",16958,0,0
"CUMBERLAND","ME",1,0,"20020",45392,44,0.0969333803313359
"FRANKLIN","ME",0,0,"20030",5219,0,0
"HANCOCK","ME",0,0,"20040",10135,0,0
"KENNEBEC","ME",1,0,"20050",23162,49,0.211553406441585
"KNOX","ME",0,0,"20060",8350,0,0
"LINCOLN","ME",0,0,"20070",7455,0,0
"OXFORD","ME",0,0,"20080",10951,0,0
"PENOBSCOT","ME",0,0,"20090",27462,0,0
"SAGADAHOC","ME",1,0,"20110",5827,16,0.27458383387678
"SOMERSET","ME",0,0,"20120",10135,0,0
"WALDO","ME",0,0,"20130",6974,0,0
"WASHINGTON","ME",0,0,"20140",7654,0,0
"YORK","ME",4,0,"20150",33338,78,0.233967244585758
"ALCONA","MI",0,0,"23000",3596,0,0
"ALGER","MI",1,1,"23010",2158,20,0.92678405931418
"ALLEGAN","MI",4,2,"23020",13696,346,2.52628504672897
"ALPENA","MI",0,0,"23030",7295,0,0
"ANTRIM","MI",0,0,"23040",5011,0,0
"ARENAC","MI",0,0,"23050",4120,0,0
"BARAGA","MI",1,1,"23060",1779,14,0.786958965711074
"BARRY","MI",2,1,"23070",7586,61,0.804112839441076
"BAY","MI",0,0,"23080",19832,0,0
"BENZIE","MI",0,0,"23090",3596,0,0
"BERRIEN","MI",0,0,"23100",30882,0,0
"BRANCH","MI",0,0,"23110",7340,0,0
"CALHOUN","MI",1,0,"23120",24407,16,0.0655549637399107
"CASS","MI",2,0,"23130",7419,55,0.74133980320798
"CHARLEVOIX","MI",1,1,"23140",5116,40,0.781860828772478
"CHEBOYGAN","MI",1,1,"23150",5374,41,0.762932638630443
"CHIPPEWA","MI",1,1,"23160",6554,47,0.717119316447971
"CLARE","MI",0,0,"23170",7611,0,0
"CLINTON","MI",1,1,"23180",7379,39,0.528526900664047
"CRAWFORD","MI",0,0,"23190",2630,0,0
"DELTA","MI",1,1,"23200",8541,62,0.725910314951411
"DICKINSON","MI",1,0,"23210",6270,30,0.478468899521531
"EATON","MI",1,1,"23220",11784,85,0.721317040054311
"EMMET","MI",1,1,"23230",6123,46,0.751265719418586
"GENESEE","MI",3,1,"23240",70556,3460,4.90390611712682
"GLADWIN","MI",0,0,"23250",6625,0,0
"GOGEBIC","MI",3,2,"23260",4414,110,2.49207068418668
"GRAND TRAVERSE","MI",0,0,"23270",15513,0,0
"GRATIOT","MI",0,0,"23280",7066,0,0
"HILLSDALE","MI",0,0,"23290",7874,0,0
"HOUGHTON","MI",1,1,"23300",6181,46,0.744216146254651
"HURON","MI",0,0,"23310",8170,0,0
"INGHAM","MI",1,0,"23320",40546,124,0.305825482168401
"IONIA","MI",3,1,"23330",8047,73,0.907170374052442
"IOSCO","MI",0,0,"23340",7610,0,0
"IRON","MI",1,1,"23350",3365,28,0.832095096582467
"ISABELLA","MI",0,0,"23360",7323,0,0
"JACKSON","MI",0,0,"23370",26083,0,0
"KALAMAZOO","MI",2,0,"23380",34604,288,0.832273725580858
"KALKASKA","MI",0,0,"23390",2575,0,0
"KENT","MI",5,4,"23400",76517,2323,3.03592665682136
"KEWEENAW","MI",0,0,"23410",574,0,0
"LAKE","MI",0,0,"23420",2830,0,0
"LAPEER","MI",1,1,"23430",11211,158,1.40933012220141
"LEELANAU","MI",0,0,"23440",3732,0,0
"LENAWEE","MI",0,0,"23450",17073,0,0
"LIVINGSTON","MI",3,0,"23460",16707,128,0.766145926857006
"LUCE","MI",0,0,"23470",1393,0,0
"MACKINAC","MI",1,1,"23480",2566,21,0.818394388152767
"MACOMB","MI",3,1,"23490",128704,3364,2.6137493784187
"MANISTEE","MI",0,0,"23500",5609,0,0
"MARQUETTE","MI",1,1,"23510",11136,65,0.583692528735632
"MASON","MI",0,0,"23520",6121,0,0
"MECOSTA","MI",1,0,"23530",7043,12,0.170381939514411
"MENOMINEE","MI",3,2,"23540",4975,141,2.83417085427136
"MIDLAND","MI",0,0,"23550",12808,0,0
"MISSAUKEE","MI",0,0,"23560",2573,0,0
"MONROE","MI",2,1,"23570",21702,1049,4.8336558842503
"MONTCALM","MI",0,0,"23580",10906,0,0
"MONTMORENCY","MI",0,0,"23590",3579,0,0
"MUSKEGON","MI",1,0,"23600",30091,59,0.196071915190589
"NEWAYGO","MI",4,2,"23610",7585,216,2.84772577455504
"OAKLAND","MI",6,1,"23620",165088,3301,1.99953963946501
"OCEANA","MI",0,0,"23630",5305,0,0
"OGEMAW","MI",0,0,"23640",5186,0,0
"ONTONAGON","MI",1,1,"23650",2115,20,0.945626477541371
"OSCEOLA","MI",0,0,"23660",5087,0,0
"OSCODA","MI",0,0,"23670",1954,0,0
"OTSEGO","MI",1,1,"23680",4635,47,1.01402373247033
"OTTAWA","MI",5,3,"23690",32474,1294,3.98472624253249
"PRESQUE ISLE","MI",0,0,"23700",4103,0,0
"ROSCOMMON","MI",0,0,"23710",8152,0,0
"SAGINAW","MI",2,1,"23720",36123,642,1.77726102483182
"SAINT CLAIR","MI",2,0,"23730",26446,25,0.0945322544052031
"SAINT JOSEPH","MI",0,0,"23740",10208,0,0
"SANILAC","MI",0,0,"23750",8449,0,0
"SCHOOLCRAFT","MI",0,0,"23760",2154,0,0
"SHIAWASSEE","MI",1,1,"23770",12048,115,0.954515272244356
"TUSCOLA","MI",0,0,"23780",10406,0,0
"VAN BUREN","MI",2,0,"23790",12857,61,0.474449716107957
"WASHTENAW","MI",3,0,"23800",35866,59,0.164501198907043
"WAYNE","MI",8,1,"23810",294873,11001,3.73075866559502
"WEXFORD","MI",0,0,"23830",6225,0,0
"AITKIN","MN",6,4,"24000",4283,567,13.238384310063
"ANOKA","MN",10,7,"24010",29301,10206,34.8315757141395
"BECKER","MN",5,4,"24020",5835,595,10.1970865467009
"BELTRAMI","MN",4,3,"24030",6531,412,6.30837544020824
"BENTON","MN",6,5,"24040",3549,552,15.5536770921386
"BIG STONE","MN",2,2,"24050",1518,116,7.64163372859025
"BLUE EARTH","MN",5,3,"24060",9238,700,7.57739770513098
"BROWN","MN",3,3,"24070",5548,254,4.57822638788753
"CARLTON","MN",8,4,"24080",6140,540,8.79478827361564
"CARVER","MN",8,5,"24090",6904,1592,23.0590961761298
"CASS","MN",6,5,"24100",6023,649,10.7753611157231
"CHIPPEWA","MN",3,3,"24110",2503,125,4.99400719137035
"CHISAGO","MN",7,5,"24120",6452,1424,22.0706757594544
"CLAY","MN",6,3,"24130",7551,525,6.95272149384188
